substrate_seed,disjoint,clone,separation_x
0,1.1407339479097511,0.056052890280779935,20.35102814851457
1,1.1538300174081924,0.09520637413588287,12.119251761036438
2,1.347669876806393,0.08658037727823903,15.565534814839785
3,1.5257321293840866,0.024119502035593786,63.257198557935546
4,1.202972480074754,0.028390005761423375,42.373097426748856
